claim_id,policy_id,event_id,date_of_loss,reported_date,peril_type,claim_status,incurred_amount,paid_to_date,snapshot_date
CLM-000009,POL-003200,CYC-2025-02,2025-11-27,2025-12-02,Riverine Flood,Closed,591132.25,521422.42,2026-05-15
CLM-000010,POL-003491,CYC-2025-02,2025-11-27,2025-12-04,Wind,Open,150451.68,0.0,2025-12-04
CLM-000010,POL-003491,CYC-2025-02,2025-11-27,2025-12-04,Wind,Reopened,370358.63,351555.81,2026-07-29
CLM-000011,POL-002536,CYC-2024-01,2024-01-23,2024-02-03,Storm Surge,Open,67221.38,0.0,2024-02-03
CLM-000011,POL-002536,CYC-2024-01,2024-01-23,2024-02-03,Storm Surge,Closed,152530.24,144067.12,2024-05-25
CLM-000012,POL-003968,CYC-2024-02,2024-03-17,2024-03-22,Riverine Flood,Open,84900.77,0.0,2024-03-22
CLM-000012,POL-003968,CYC-2024-02,2024-03-17,2024-03-22,Riverine Flood,Closed,147759.52,139747.27,2024-07-13
CLM-000013,POL-002228,CYC-2024-02,2024-03-17,2024-03-18,Wind,Open,165298.56,0.0,2024-03-18
CLM-000013,POL-002228,CYC-2024-02,2024-03-17,2024-03-18,Wind,Closed,315901.34,274712.6,2024-06-29
CLM-000014,POL-003578,CYC-2024-01,2024-01-22,2024-01-30,Storm Surge,Open,44442.15,0.0,2024-01-30
CLM-000014,POL-003578,CYC-2024-01,2024-01-22,2024-01-30,Storm Surge,Closed,102694.02,95029.81,2024-07-06
CLM-000015,POL-002163,CYC-2024-01,2024-01-23,2024-02-04,Wind,Open,44147.78,0.0,2024-02-04
CLM-000015,POL-002163,CYC-2024-01,2024-01-23,2024-02-04,Wind,Closed,111200.38,103052.24,2024-03-06
CLM-000016,POL-003222,CYC-2025-01,2025-02-08,2025-02-13,Storm Surge,Open,11751.36,0.0,2025-02-13
CLM-000016,POL-003222,CYC-2025-01,2025-02-08,2025-02-13,Storm Surge,Closed,25629.06,25616.55,2025-04-19
CLM-000017,POL-002705,CYC-2024-01,2024-01-23,2024-01-31,Wind,Open,45954.81,0.0,2024-01-31
CLM-000017,POL-002705,CYC-2024-01,2024-01-23,2024-01-31,Wind,Closed,120029.89,104231.42,2024-07-18
CLM-000018,POL-000665,CYC-2023-02,2023-12-04,2023-12-11,Wind,Open,25149.82,0.0,2023-12-11
CLM-000019,POL-003349,CYC-2025-02,2025-11-29,2025-12-13,Wind,Open,12613.2,0.0,2025-12-13
CLM-000019,POL-003349,CYC-2025-02,2025-11-29,2025-12-13,Wind,Closed,32274.56,28506.24,2026-06-05
CLM-000020,POL-003408,CYC-2025-02,2025-11-28,2025-11-29,Riverine Flood,Open,784.2,0.0,2025-11-29
CLM-000020,POL-003408,CYC-2025-02,2025-11-28,2025-11-29,Riverine Flood,Closed,1479.82,1333.04,2026-05-18
CLM-000021,POL-001582,CYC-2025-01,2025-02-08,2025-02-10,Wind,Open,7130.75,0.0,2025-02-10
CLM-000021,POL-001582,CYC-2025-01,2025-02-08,2025-02-10,Wind,Closed,12107.92,11306.87,2025-06-05
CLM-000022,POL-000743,CYC-2025-01,2025-02-10,2025-02-23,Wind,Open,95123.55,0.0,2025-02-23
CLM-000023,POL-001672,CYC-2025-02,2025-11-29,2025-11-30,Wind,Open,60707.22,0.0,2025-11-30
CLM-000024,POL-001803,CYC-2023-02,2023-12-03,2023-12-04,Riverine Flood,Open,144159.3,0.0,2023-12-04
CLM-000025,POL-002173,CYC-2023-01,2023-02-11,2023-02-18,Riverine Flood,Open,30348.93,0.0,2023-02-18
CLM-000025,POL-002173,CYC-2023-01,2023-02-11,2023-02-18,Riverine Flood,Closed,87625.06,74572.06,2023-07-26
CLM-000026,POL-000269,CYC-2025-02,2025-11-27,2025-11-29,Wind,Open,86126.8,0.0,2025-11-29
CLM-000026,POL-000269,CYC-2025-02,2025-11-27,2025-11-29,Wind,Closed,245791.8,210695.17,2026-04-08
CLM-000027,POL-001492,CYC-2024-01,2024-01-24,2024-01-31,Wind,Open,26455.11,0.0,2024-01-31
CLM-000027,POL-001492,CYC-2024-01,2024-01-24,2024-01-31,Wind,Closed,49318.91,47957.66,2024-05-02
CLM-000028,POL-003527,CYC-2025-01,2025-02-10,2025-02-20,Riverine Flood,Open,73633.52,0.0,2025-02-20
CLM-000028,POL-003527,CYC-2025-01,2025-02-10,2025-02-20,Riverine Flood,Closed,144049.6,138924.53,2025-08-05
CLM-000029,POL-001004,CYC-2024-02,2024-03-15,2024-03-29,Riverine Flood,Open,41275.35,0.0,2024-03-29
CLM-000029,POL-001004,CYC-2024-02,2024-03-15,2024-03-29,Riverine Flood,Closed,131975.39,125874.01,2024-05-07
CLM-000030,POL-000838,CYC-2024-01,2024-01-24,2024-02-07,Wind,Open,64431.15,0.0,2024-02-07
CLM-000030,POL-000838,CYC-2024-01,2024-01-24,2024-02-07,Wind,Closed,152976.98,149044.73,2024-05-22
CLM-000031,POL-001079,CYC-2025-02,2025-11-28,2025-12-09,Storm Surge,Open,20406.21,0.0,2025-12-09
CLM-000032,POL-000333,CYC-2024-02,2024-03-17,2024-03-25,Wind,Open,136093.58,0.0,2024-03-25
CLM-000033,POL-003532,CYC-2023-02,2023-12-03,2023-12-10,Wind,Open,74351.56,0.0,2023-12-10
CLM-000034,POL-000785,CYC-2024-02,2024-03-16,2024-03-21,Storm Surge,Open,234276.24,0.0,2024-03-21
CLM-000034,POL-000785,CYC-2024-02,2024-03-16,2024-03-21,Storm Surge,Closed,466975.21,419355.56,2024-08-20
CLM-000035,POL-003174,CYC-2023-02,2023-12-04,2023-12-11,Riverine Flood,Open,63760.15,0.0,2023-12-11
CLM-000035,POL-003174,CYC-2023-02,2023-12-04,2023-12-11,Riverine Flood,Closed,210872.59,195755.98,2024-05-31
CLM-000036,POL-003277,CYC-2025-01,2025-02-10,2025-02-24,Riverine Flood,Open,241869.32,0.0,2025-02-24
CLM-000036,POL-003277,CYC-2025-01,2025-02-10,2025-02-24,Riverine Flood,Closed,538335.57,461203.27,2025-05-30
CLM-000037,POL-000711,CYC-2025-02,2025-11-28,2025-12-12,Storm Surge,Open,178309.84,0.0,2025-12-12
CLM-000037,POL-000711,CYC-2025-02,2025-11-28,2025-12-12,Storm Surge,Reopened,379164.83,316618.05,2026-07-22
CLM-000038,POL-002531,CYC-2025-01,2025-02-08,2025-02-12,Wind,Open,62479.76,0.0,2025-02-12
CLM-000038,POL-002531,CYC-2025-01,2025-02-08,2025-02-12,Wind,Closed,156536.98,149938.76,2025-04-21
CLM-000039,POL-001225,CYC-2023-02,2023-12-05,2023-12-15,Riverine Flood,Open,43829.84,0.0,2023-12-15
CLM-000039,POL-001225,CYC-2023-02,2023-12-05,2023-12-15,Riverine Flood,Closed,114960.44,110227.59,2024-03-01
CLM-000040,POL-000616,CYC-2024-01,2024-01-24,2024-02-07,Storm Surge,Open,17394.54,0.0,2024-02-07
CLM-000041,POL-004457,CYC-2023-02,2023-12-04,2023-12-08,Riverine Flood,Open,13503.82,0.0,2023-12-08
CLM-000042,POL-001234,CYC-2024-01,2024-01-23,2024-01-30,Wind,Open,40320.04,0.0,2024-01-30
CLM-000042,POL-001234,CYC-2024-01,2024-01-23,2024-01-30,Wind,Closed,74222.7,68699.81,2024-05-21
CLM-000043,POL-001045,CYC-2024-02,2024-03-17,2024-03-30,Wind,Open,57799.35,0.0,2024-03-30
CLM-000044,POL-002638,CYC-2023-02,2023-12-03,2023-12-12,Wind,Open,90205.98,0.0,2023-12-12
CLM-000044,POL-002638,CYC-2023-02,2023-12-03,2023-12-12,Wind,Closed,293283.45,260366.72,2024-03-04
CLM-000045,POL-004185,CYC-2024-02,2024-03-16,2024-03-17,Wind,Open,32675.15,0.0,2024-03-17
CLM-000045,POL-004185,CYC-2024-02,2024-03-16,2024-03-17,Wind,Closed,71081.91,63610.08,2024-08-10
CLM-000046,POL-004101,CYC-2024-02,2024-03-17,2024-03-31,Wind,Open,37392.75,0.0,2024-03-31
CLM-000046,POL-004101,CYC-2024-02,2024-03-17,2024-03-31,Wind,Closed,68426.59,63863.69,2024-07-28
CLM-000047,POL-000842,CYC-2024-01,2024-01-24,2024-02-07,Riverine Flood,Open,12337.45,0.0,2024-02-07
CLM-000048,POL-002158,CYC-2023-02,2023-12-03,2023-12-06,Wind,Open,7837.12,0.0,2023-12-06
CLM-000049,POL-001750,CYC-2023-01,2023-02-13,2023-02-18,Riverine Flood,Open,23301.55,0.0,2023-02-18
CLM-000050,POL-003541,CYC-2025-01,2025-02-08,2025-02-18,Wind,Open,44985.21,0.0,2025-02-18
CLM-000050,POL-003541,CYC-2025-01,2025-02-08,2025-02-18,Wind,Closed,100212.03,95717.76,2025-07-26
CLM-000051,POL-004348,CYC-2025-01,2025-02-09,2025-02-12,Wind,Open,18229.32,0.0,2025-02-12
CLM-000051,POL-004348,CYC-2025-01,2025-02-09,2025-02-12,Wind,Closed,54467.73,50375.63,2025-04-12
CLM-000052,POL-002364,CYC-2025-01,2025-02-08,2025-02-14,Storm Surge,Open,137301.16,0.0,2025-02-14
CLM-000052,POL-002364,CYC-2025-01,2025-02-08,2025-02-14,Storm Surge,Closed,362070.05,308507.95,2025-06-26
CLM-000053,POL-004304,CYC-2023-02,2023-12-05,2023-12-06,Riverine Flood,Open,135272.03,0.0,2023-12-06
CLM-000053,POL-004304,CYC-2023-02,2023-12-05,2023-12-06,Riverine Flood,Closed,309042.9,281744.99,2024-04-02
CLM-000054,POL-000985,CYC-2023-02,2023-12-05,2023-12-19,Riverine Flood,Open,121084.72,0.0,2023-12-19
CLM-000055,POL-003939,CYC-2025-01,2025-02-09,2025-02-13,Riverine Flood,Open,270989.92,0.0,2025-02-13
CLM-000056,POL-004803,CYC-2024-02,2024-03-17,2024-03-18,Riverine Flood,Open,169956.75,0.0,2024-03-18
CLM-000056,POL-004803,CYC-2024-02,2024-03-17,2024-03-18,Riverine Flood,Closed,300153.23,259384.95,2024-06-05
CLM-000057,POL-002786,CYC-2025-01,2025-02-09,2025-02-20,Riverine Flood,Open,91910.08,0.0,2025-02-20
CLM-000058,POL-003186,CYC-2025-02,2025-11-29,2025-12-11,Wind,Open,54692.9,0.0,2025-12-11
CLM-000058,POL-003186,CYC-2025-02,2025-11-29,2025-12-11,Wind,Closed,105635.46,93789.82,2026-04-06
CLM-000059,POL-002770,CYC-2025-01,2025-02-09,2025-02-19,Wind,Open,94415.03,0.0,2025-02-19
CLM-000059,POL-002770,CYC-2025-01,2025-02-09,2025-02-19,Wind,Closed,162892.59,144487.62,2025-08-17
CLM-000060,POL-001709,CYC-2024-02,2024-03-17,2024-03-24,Wind,Open,51832.27,0.0,2024-03-24
CLM-000060,POL-001709,CYC-2024-02,2024-03-17,2024-03-24,Wind,Closed,113692.18,106324.18,2024-07-15
CLM-000061,POL-003978,CYC-2024-01,2024-01-22,2024-01-31,Storm Surge,Open,50640.2,0.0,2024-01-31
CLM-000061,POL-003978,CYC-2024-01,2024-01-22,2024-01-31,Storm Surge,Closed,102157.49,93459.08,2024-04-05
CLM-000062,POL-001643,CYC-2025-01,2025-02-10,2025-02-11,Riverine Flood,Open,97184.9,0.0,2025-02-11
CLM-000062,POL-001643,CYC-2025-01,2025-02-10,2025-02-11,Riverine Flood,Closed,296121.12,256422.93,2025-08-06
CLM-000063,POL-001629,CYC-2024-02,2024-03-16,2024-03-17,Storm Surge,Open,45593.2,0.0,2024-03-17
CLM-000064,POL-004939,CYC-2025-01,2025-02-09,2025-02-19,Storm Surge,Open,51164.31,0.0,2025-02-19
CLM-000064,POL-004939,CYC-2025-01,2025-02-09,2025-02-19,Storm Surge,Closed,123505.63,113355.15,2025-06-18
CLM-000065,POL-001587,CYC-2024-02,2024-03-16,2024-03-26,Wind,Open,34411.48,0.0,2024-03-26
CLM-000066,POL-004006,CYC-2024-02,2024-03-15,2024-03-23,Wind,Open,1452589.29,0.0,2024-03-23
CLM-000066,POL-004006,CYC-2024-02,2024-03-15,2024-03-23,Wind,Closed,2889125.39,2772184.05,2024-05-28
CLM-000067,POL-003474,CYC-2025-01,2025-02-10,2025-02-23,Wind,Open,21222.91,0.0,2025-02-23
CLM-000068,POL-002244,CYC-2024-01,2024-01-22,2024-02-02,Storm Surge,Open,18297.42,0.0,2024-02-02
CLM-000069,POL-003173,CYC-2024-02,2024-03-17,2024-03-31,Riverine Flood,Open,76870.64,0.0,2024-03-31
CLM-000069,POL-003173,CYC-2024-02,2024-03-17,2024-03-31,Riverine Flood,Closed,157358.27,153904.31,2024-06-29
CLM-000070,POL-001063,CYC-2024-01,2024-01-23,2024-02-04,Wind,Open,79331.49,0.0,2024-02-04
CLM-000071,POL-002120,CYC-2024-01,2024-01-22,2024-01-23,Storm Surge,Open,56484.34,0.0,2024-01-23
CLM-000071,POL-002120,CYC-2024-01,2024-01-22,2024-01-23,Storm Surge,Closed,106202.39,96239.5,2024-02-13
CLM-000072,POL-004372,CYC-2024-01,2024-01-24,2024-01-31,Storm Surge,Open,16085.46,0.0,2024-01-31
CLM-000072,POL-004372,CYC-2024-01,2024-01-24,2024-01-31,Storm Surge,Closed,41151.58,39278.94,2024-03-01
CLM-000073,POL-001814,CYC-2024-02,2024-03-16,2024-03-17,Wind,Open,38647.96,0.0,2024-03-17
CLM-000074,POL-004367,CYC-2024-02,2024-03-16,2024-03-29,Riverine Flood,Open,29649.54,0.0,2024-03-29
CLM-000074,POL-004367,CYC-2024-02,2024-03-16,2024-03-29,Riverine Flood,Closed,50581.37,48650.93,2024-08-06
CLM-000075,POL-000914,CYC-2024-01,2024-01-22,2024-01-23,Riverine Flood,Open,2340918.03,0.0,2024-01-23
CLM-000075,POL-000914,CYC-2024-01,2024-01-22,2024-01-23,Riverine Flood,Closed,4156919.16,3838436.61,2024-07-21
CLM-000075,POL-000914,CYC-2024-01,2024-01-22,2024-01-23,Riverine Flood,Reopened,4225617.45,4078261.37,2024-09-28
CLM-000076,POL-003210,CYC-2024-01,2024-01-23,2024-02-01,Storm Surge,Open,69506.5,0.0,2024-02-01
CLM-000076,POL-003210,CYC-2024-01,2024-01-23,2024-02-01,Storm Surge,Closed,193668.77,177026.31,2024-02-26
CLM-000077,POL-001761,CYC-2024-01,2024-01-24,2024-02-07,Wind,Open,30206.05,0.0,2024-02-07
CLM-000078,POL-000260,CYC-2023-02,2023-12-03,2023-12-11,Riverine Flood,Open,36579.5,0.0,2023-12-11
CLM-000078,POL-000260,CYC-2023-02,2023-12-03,2023-12-11,Riverine Flood,Closed,114979.71,109464.13,2024-05-17
CLM-000079,POL-003783,CYC-2024-01,2024-01-24,2024-01-28,Wind,Open,214750.54,0.0,2024-01-28
CLM-000080,POL-002740,CYC-2025-02,2025-11-27,2025-12-04,Wind,Open,72270.34,0.0,2025-12-04
CLM-000080,POL-002740,CYC-2025-02,2025-11-27,2025-12-04,Wind,Closed,130568.14,127016.75,2025-12-31
CLM-000081,POL-001680,CYC-2025-01,2025-02-09,2025-02-10,Riverine Flood,Open,52304.5,0.0,2025-02-10
CLM-000081,POL-001680,CYC-2025-01,2025-02-09,2025-02-10,Riverine Flood,Closed,141977.69,130529.46,2025-05-30
CLM-000082,POL-002149,CYC-2025-01,2025-02-08,2025-02-17,Wind,Open,100725.07,0.0,2025-02-17
CLM-000082,POL-002149,CYC-2025-01,2025-02-08,2025-02-17,Wind,Closed,179628.68,174336.51,2025-06-16
CLM-000083,POL-004035,CYC-2025-02,2025-11-29,2025-11-30,Wind,Open,44874.26,0.0,2025-11-30
CLM-000083,POL-004035,CYC-2025-02,2025-11-29,2025-11-30,Wind,Closed,96452.4,96401.99,2026-03-10
CLM-000084,POL-003046,CYC-2024-02,2024-03-17,2024-03-21,Wind,Open,90499.44,0.0,2024-03-21
CLM-000084,POL-003046,CYC-2024-02,2024-03-17,2024-03-21,Wind,Closed,164538.01,154839.77,2024-05-13
CLM-000085,POL-003295,CYC-2024-02,2024-03-15,2024-03-20,Wind,Open,67954.05,0.0,2024-03-20
CLM-000085,POL-003295,CYC-2024-02,2024-03-15,2024-03-20,Wind,Reopened,128897.19,102529.6,2024-10-02
CLM-000086,POL-003793,CYC-2023-02,2023-12-03,2023-12-05,Storm Surge,Open,17316.44,0.0,2023-12-05
CLM-000086,POL-003793,CYC-2023-02,2023-12-03,2023-12-05,Storm Surge,Reopened,37749.56,31918.05,2024-07-10
CLM-000087,POL-000267,CYC-2025-01,2025-02-08,2025-02-16,Wind,Open,82298.7,0.0,2025-02-16
CLM-000087,POL-000267,CYC-2025-01,2025-02-08,2025-02-16,Wind,Closed,156180.47,153485.8,2025-06-30
CLM-000088,POL-002683,CYC-2023-02,2023-12-03,2023-12-14,Wind,Open,43392.06,0.0,2023-12-14
CLM-000088,POL-002683,CYC-2023-02,2023-12-03,2023-12-14,Wind,Closed,121772.14,111481.01,2024-02-07
CLM-000089,POL-001513,CYC-2024-01,2024-01-23,2024-01-25,Wind,Open,141097.32,0.0,2024-01-25
CLM-000089,POL-001513,CYC-2024-01,2024-01-23,2024-01-25,Wind,Closed,351896.06,311974.07,2024-02-24
CLM-000090,POL-001016,CYC-2025-01,2025-02-10,2025-02-19,Wind,Open,99965.63,0.0,2025-02-19
CLM-000090,POL-001016,CYC-2025-01,2025-02-10,2025-02-19,Wind,Closed,229255.41,195379.24,2025-06-05
CLM-000091,POL-003594,CYC-2024-01,2024-01-23,2024-01-26,Wind,Open,253916.33,0.0,2024-01-26
CLM-000092,POL-003665,CYC-2023-02,2023-12-05,2023-12-06,Storm Surge,Open,58696.22,0.0,2023-12-06
CLM-000092,POL-003665,CYC-2023-02,2023-12-05,2023-12-06,Storm Surge,Closed,192378.45,188747.28,2024-03-07
CLM-000093,POL-004485,CYC-2024-01,2024-01-24,2024-01-26,Riverine Flood,Open,34894.02,0.0,2024-01-26
CLM-000093,POL-004485,CYC-2024-01,2024-01-24,2024-01-26,Riverine Flood,Closed,80976.94,72971.39,2024-07-08
CLM-000094,POL-001262,CYC-2024-01,2024-01-22,2024-01-30,Wind,Open,46688.89,0.0,2024-01-30
CLM-000094,POL-001262,CYC-2024-01,2024-01-22,2024-01-30,Wind,Closed,123172.7,111636.42,2024-02-24
CLM-000095,POL-001269,CYC-2023-02,2023-12-05,2023-12-19,Wind,Open,543293.15,0.0,2023-12-19
CLM-000095,POL-001269,CYC-2023-02,2023-12-05,2023-12-19,Wind,Closed,1323989.55,1165499.71,2024-06-16
CLM-000096,POL-002777,CYC-2024-01,2024-01-23,2024-01-29,Storm Surge,Open,82598.16,0.0,2024-01-29
CLM-000096,POL-002777,CYC-2024-01,2024-01-23,2024-01-29,Storm Surge,Closed,145850.93,141506.47,2024-06-08
CLM-000097,POL-003474,CYC-2025-01,2025-02-10,2025-02-17,Storm Surge,Open,12556.85,0.0,2025-02-17
CLM-000097,POL-003474,CYC-2025-01,2025-02-10,2025-02-17,Storm Surge,Closed,29585.32,26727.92,2025-08-12
CLM-000097,POL-003474,CYC-2025-01,2025-02-10,2025-02-17,Storm Surge,Reopened,29718.32,26999.75,2025-08-28
CLM-000098,POL-004744,CYC-2024-02,2024-03-15,2024-03-26,Riverine Flood,Open,118275.18,0.0,2024-03-26
CLM-000099,POL-000885,CYC-2024-01,2024-01-22,2024-01-26,Riverine Flood,Open,77270.93,0.0,2024-01-26
CLM-000099,POL-000885,CYC-2024-01,2024-01-22,2024-01-26,Riverine Flood,Closed,152772.23,151407.16,2024-04-10
CLM-000100,POL-000349,CYC-2023-02,2023-12-05,2023-12-08,Storm Surge,Open,788520.61,0.0,2023-12-08
CLM-000101,POL-004361,CYC-2025-01,2025-02-09,2025-02-16,Wind,Open,35575.97,0.0,2025-02-16
CLM-000101,POL-004361,CYC-2025-01,2025-02-09,2025-02-16,Wind,Closed,66887.54,64356.49,2025-05-10
CLM-000102,POL-000065,CYC-2025-01,2025-02-10,2025-02-17,Wind,Open,55481.52,0.0,2025-02-17
CLM-000102,POL-000065,CYC-2025-01,2025-02-10,2025-02-17,Wind,Closed,143129.87,128250.53,2025-06-22
CLM-000103,POL-002111,CYC-2024-02,2024-03-15,2024-03-22,Riverine Flood,Open,162373.7,0.0,2024-03-22
CLM-000103,POL-002111,CYC-2024-02,2024-03-15,2024-03-22,Riverine Flood,Closed,384826.94,357020.3,2024-07-03
CLM-000104,POL-003635,CYC-2024-01,2024-01-24,2024-01-29,Wind,Open,24821.49,0.0,2024-01-29
CLM-000104,POL-003635,CYC-2024-01,2024-01-24,2024-01-29,Wind,Closed,59781.06,56343.09,2024-07-12
CLM-000105,POL-002706,CYC-2024-02,2024-03-17,2024-03-30,Wind,Open,16795.82,0.0,2024-03-30
CLM-000105,POL-002706,CYC-2024-02,2024-03-17,2024-03-30,Wind,Closed,55370.94,53753.03,2024-09-10
CLM-000106,POL-001140,CYC-2025-01,2025-02-08,2025-02-11,Riverine Flood,Open,11470.39,0.0,2025-02-11
CLM-000106,POL-001140,CYC-2025-01,2025-02-08,2025-02-11,Riverine Flood,Closed,30194.23,26506.33,2025-04-07
CLM-000107,POL-004572,CYC-2024-01,2024-01-23,2024-02-01,Wind,Open,97873.76,0.0,2024-02-01
CLM-000107,POL-004572,CYC-2024-01,2024-01-23,2024-02-01,Wind,Closed,166141.63,142502.78,2024-04-23
CLM-000108,POL-002701,CYC-2024-01,2024-01-24,2024-01-31,Riverine Flood,Open,399497.44,0.0,2024-01-31
CLM-000108,POL-002701,CYC-2024-01,2024-01-24,2024-01-31,Riverine Flood,Closed,806222.11,785140.37,2024-05-25
CLM-000109,POL-001080,CYC-2024-02,2024-03-16,2024-03-20,Riverine Flood,Open,279808.03,0.0,2024-03-20
CLM-000110,POL-003368,CYC-2023-01,2023-02-12,2023-02-13,Wind,Open,14871.3,0.0,2023-02-13
CLM-000110,POL-003368,CYC-2023-01,2023-02-12,2023-02-13,Wind,Closed,38372.42,35099.02,2023-07-13
CLM-000111,POL-002045,CYC-2024-01,2024-01-24,2024-01-25,Wind,Open,19321.65,0.0,2024-01-25
CLM-000111,POL-002045,CYC-2024-01,2024-01-24,2024-01-25,Wind,Closed,35692.27,30880.68,2024-07-23
CLM-000112,POL-000718,CYC-2025-02,2025-11-27,2025-12-04,Wind,Open,63167.16,0.0,2025-12-04
CLM-000112,POL-000718,CYC-2025-02,2025-11-27,2025-12-04,Wind,Closed,123117.2,117052.78,2026-04-28
CLM-000113,POL-000391,CYC-2024-01,2024-01-22,2024-01-24,Wind,Open,30149.81,0.0,2024-01-24
CLM-000113,POL-000391,CYC-2024-01,2024-01-22,2024-01-24,Wind,Closed,57868.73,52344.84,2024-02-22
CLM-000114,POL-002421,CYC-2025-01,2025-02-09,2025-02-10,Riverine Flood,Open,163098.39,0.0,2025-02-10
CLM-000114,POL-002421,CYC-2025-01,2025-02-09,2025-02-10,Riverine Flood,Closed,319182.97,291855.22,2025-08-07
CLM-000115,POL-002594,CYC-2025-01,2025-02-08,2025-02-20,Riverine Flood,Open,85563.62,0.0,2025-02-20
CLM-000115,POL-002594,CYC-2025-01,2025-02-08,2025-02-20,Riverine Flood,Closed,165864.9,151636.35,2025-03-22
CLM-000115,POL-002594,CYC-2025-01,2025-02-08,2025-02-20,Riverine Flood,Reopened,188185.07,165326.45,2025-09-08
CLM-000116,POL-004504,CYC-2025-01,2025-02-09,2025-02-12,Wind,Open,32285.63,0.0,2025-02-12
CLM-000116,POL-004504,CYC-2025-01,2025-02-09,2025-02-12,Wind,Closed,103110.07,89596.34,2025-08-07
CLM-000117,POL-000713,CYC-2023-02,2023-12-04,2023-12-06,Wind,Open,93119.57,0.0,2023-12-06
CLM-000118,POL-003717,CYC-2024-01,2024-01-22,2024-01-29,Wind,Open,40300.21,0.0,2024-01-29
CLM-000118,POL-003717,CYC-2024-01,2024-01-22,2024-01-29,Wind,Closed,82461.24,71872.89,2024-03-03
CLM-000119,POL-000582,CYC-2023-02,2023-12-05,2023-12-18,Wind,Open,26432.61,0.0,2023-12-18
CLM-000119,POL-000582,CYC-2023-02,2023-12-05,2023-12-18,Wind,Closed,74653.96,69887.49,2024-02-24
CLM-000120,POL-004774,CYC-2025-02,2025-11-27,2025-11-30,Wind,Open,77844.93,0.0,2025-11-30
CLM-000120,POL-004774,CYC-2025-02,2025-11-27,2025-11-30,Wind,Closed,139455.59,119208.04,2026-02-16
CLM-000121,POL-004329,CYC-2024-01,2024-01-24,2024-01-29,Riverine Flood,Open,116238.06,0.0,2024-01-29
CLM-000121,POL-004329,CYC-2024-01,2024-01-24,2024-01-29,Riverine Flood,Closed,362510.77,325697.46,2024-03-05
CLM-000122,POL-000409,CYC-2025-01,2025-02-09,2025-02-13,Wind,Open,46773.7,0.0,2025-02-13
CLM-000122,POL-000409,CYC-2025-01,2025-02-09,2025-02-13,Wind,Closed,88388.04,84525.5,2025-07-06
CLM-000123,POL-002480,CYC-2023-02,2023-12-03,2023-12-11,Wind,Open,39821.03,0.0,2023-12-11
CLM-000123,POL-002480,CYC-2023-02,2023-12-03,2023-12-11,Wind,Closed,68808.47,59476.93,2024-02-06
CLM-000124,POL-002209,CYC-2024-02,2024-03-15,2024-03-26,Wind,Open,78251.03,0.0,2024-03-26
CLM-000124,POL-002209,CYC-2024-02,2024-03-15,2024-03-26,Wind,Closed,142170.62,140473.65,2024-06-08
CLM-000125,POL-004632,CYC-2025-02,2025-11-28,2025-12-06,Wind,Open,112841.07,0.0,2025-12-06
CLM-000125,POL-004632,CYC-2025-02,2025-11-28,2025-12-06,Wind,Closed,272841.52,246427.98,2026-01-04
CLM-000126,POL-004611,CYC-2023-02,2023-12-05,2023-12-09,Wind,Open,44909.67,0.0,2023-12-09
CLM-000126,POL-004611,CYC-2023-02,2023-12-05,2023-12-09,Wind,Closed,120013.68,112612.28,2024-05-01
