claim_id,policy_id,event_id,date_of_loss,reported_date,peril_type,claim_status,incurred_amount,paid_to_date,snapshot_date
CLM-000525,POL-000128,CYC-2024-01,2024-01-23,2024-01-28,Storm Surge,Closed,372370.39,360029.37,2024-03-19
CLM-000525,POL-000128,CYC-2024-01,2024-01-23,2024-01-28,Storm Surge,Reopened,403909.27,358184.85,2024-08-18
CLM-000526,POL-004240,CYC-2024-01,2024-01-22,2024-01-31,Wind,Open,76398.74,0.0,2024-01-31
CLM-000527,POL-002901,CYC-2023-02,2023-12-04,2023-12-08,Wind,Open,44333.47,0.0,2023-12-08
CLM-000527,POL-002901,CYC-2023-02,2023-12-04,2023-12-08,Wind,Closed,121491.7,110217.13,2024-01-01
CLM-000528,POL-004015,CYC-2023-02,2023-12-03,2023-12-11,Riverine Flood,Open,30421.68,0.0,2023-12-11
CLM-000529,POL-004412,CYC-2025-01,2025-02-08,2025-02-13,Wind,Open,11418.82,0.0,2025-02-13
CLM-000529,POL-004412,CYC-2025-01,2025-02-08,2025-02-13,Wind,Closed,26272.53,23508.22,2025-04-06
CLM-000530,POL-001208,CYC-2024-01,2024-01-23,2024-02-03,Storm Surge,Open,12294.0,0.0,2024-02-03
CLM-000530,POL-001208,CYC-2024-01,2024-01-23,2024-02-03,Storm Surge,Closed,25518.32,23162.69,2024-04-19
CLM-000531,POL-002832,CYC-2024-02,2024-03-17,2024-03-31,Wind,Open,111735.35,0.0,2024-03-31
CLM-000532,POL-002155,CYC-2024-01,2024-01-23,2024-01-26,Wind,Open,39718.39,0.0,2024-01-26
CLM-000532,POL-002155,CYC-2024-01,2024-01-23,2024-01-26,Wind,Closed,128088.78,126677.51,2024-02-29
CLM-000533,POL-000696,CYC-2024-01,2024-01-24,2024-02-06,Storm Surge,Open,35341.26,0.0,2024-02-06
CLM-000533,POL-000696,CYC-2024-01,2024-01-24,2024-02-06,Storm Surge,Closed,89519.66,76567.53,2024-04-28
CLM-000534,POL-002110,CYC-2025-02,2025-11-27,2025-11-28,Wind,Open,57631.19,0.0,2025-11-28
CLM-000535,POL-000185,CYC-2024-01,2024-01-23,2024-02-01,Riverine Flood,Open,226124.98,0.0,2024-02-01
CLM-000535,POL-000185,CYC-2024-01,2024-01-23,2024-02-01,Riverine Flood,Closed,416498.86,379406.81,2024-05-23
CLM-000536,POL-004519,CYC-2025-01,2025-02-09,2025-02-13,Riverine Flood,Open,38913.04,0.0,2025-02-13
CLM-000536,POL-004519,CYC-2025-01,2025-02-09,2025-02-13,Riverine Flood,Closed,84758.8,76258.36,2025-08-06
CLM-000537,POL-000963,CYC-2024-01,2024-01-24,2024-02-07,Riverine Flood,Open,13634.94,0.0,2024-02-07
CLM-000538,POL-003173,CYC-2023-02,2023-12-03,2023-12-06,Riverine Flood,Open,63436.93,0.0,2023-12-06
CLM-000538,POL-003173,CYC-2023-02,2023-12-03,2023-12-06,Riverine Flood,Closed,124343.08,113189.52,2024-04-21
CLM-000539,POL-002081,CYC-2024-01,2024-01-24,2024-02-04,Wind,Open,51865.5,0.0,2024-02-04
CLM-000539,POL-002081,CYC-2024-01,2024-01-24,2024-02-04,Wind,Closed,112099.76,109860.2,2024-03-12
CLM-000540,POL-001984,CYC-2024-02,2024-03-16,2024-03-19,Riverine Flood,Open,47642.59,0.0,2024-03-19
CLM-000540,POL-001984,CYC-2024-02,2024-03-16,2024-03-19,Riverine Flood,Closed,89161.22,88882.14,2024-06-30
CLM-000541,POL-002181,CYC-2024-01,2024-01-24,2024-02-07,Storm Surge,Open,1913.71,0.0,2024-02-07
CLM-000542,POL-004752,CYC-2023-02,2023-12-04,2023-12-15,Riverine Flood,Open,153168.0,0.0,2023-12-15
CLM-000542,POL-004752,CYC-2023-02,2023-12-04,2023-12-15,Riverine Flood,Closed,260813.32,237234.38,2024-05-05
CLM-000543,POL-000817,CYC-2025-01,2025-02-09,2025-02-22,Wind,Open,14040.42,0.0,2025-02-22
CLM-000543,POL-000817,CYC-2025-01,2025-02-09,2025-02-22,Wind,Closed,32105.65,30918.78,2025-06-24
CLM-000544,POL-002074,CYC-2023-02,2023-12-05,2023-12-13,Wind,Open,47461.29,0.0,2023-12-13
CLM-000545,POL-002909,CYC-2024-02,2024-03-16,2024-03-23,Riverine Flood,Open,63737.16,0.0,2024-03-23
CLM-000545,POL-002909,CYC-2024-02,2024-03-16,2024-03-23,Riverine Flood,Closed,122548.43,116153.58,2024-09-10
CLM-000546,POL-002483,CYC-2024-01,2024-01-23,2024-01-24,Riverine Flood,Open,27757.89,0.0,2024-01-24
CLM-000546,POL-002483,CYC-2024-01,2024-01-23,2024-01-24,Riverine Flood,Closed,81537.55,77834.26,2024-02-17
CLM-000547,POL-002311,CYC-2024-01,2024-01-22,2024-01-28,Riverine Flood,Open,66988.54,0.0,2024-01-28
CLM-000547,POL-002311,CYC-2024-01,2024-01-22,2024-01-28,Riverine Flood,Closed,153121.11,139097.73,2024-05-21
CLM-000548,POL-004020,CYC-2024-01,2024-01-23,2024-01-30,Storm Surge,Open,923420.7,0.0,2024-01-30
CLM-000549,POL-001725,CYC-2023-02,2023-12-05,2023-12-06,Riverine Flood,Open,815479.72,0.0,2023-12-06
CLM-000550,POL-000081,CYC-2025-02,2025-11-28,2025-12-08,Wind,Open,129011.65,0.0,2025-12-08
CLM-000550,POL-000081,CYC-2025-02,2025-11-28,2025-12-08,Wind,Closed,324072.19,299668.56,2026-05-19
CLM-000551,POL-004550,CYC-2025-01,2025-02-08,2025-02-12,Storm Surge,Open,377211.58,0.0,2025-02-12
CLM-000551,POL-004550,CYC-2025-01,2025-02-08,2025-02-12,Storm Surge,Closed,891912.32,830411.33,2025-08-07
CLM-000552,POL-003565,CYC-2025-02,2025-11-28,2025-12-11,Storm Surge,Open,1480653.72,0.0,2025-12-11
CLM-000552,POL-003565,CYC-2025-02,2025-11-28,2025-12-11,Storm Surge,Closed,2482445.32,2127275.64,2026-04-02
CLM-000553,POL-002908,CYC-2023-02,2023-12-04,2023-12-09,Wind,Open,76486.89,0.0,2023-12-09
CLM-000553,POL-002908,CYC-2023-02,2023-12-04,2023-12-09,Wind,Closed,162989.35,148065.83,2024-01-26
CLM-000554,POL-002734,CYC-2023-01,2023-02-13,2023-02-15,Storm Surge,Open,594892.03,0.0,2023-02-15
CLM-000554,POL-002734,CYC-2023-01,2023-02-13,2023-02-15,Storm Surge,Closed,1428452.33,1345541.18,2023-06-24
CLM-000555,POL-003918,CYC-2025-02,2025-11-29,2025-12-11,Wind,Open,30615.23,0.0,2025-12-11
CLM-000555,POL-003918,CYC-2025-02,2025-11-29,2025-12-11,Wind,Closed,64608.83,57821.53,2026-05-02
CLM-000556,POL-003541,CYC-2025-01,2025-02-08,2025-02-10,Storm Surge,Open,142749.95,0.0,2025-02-10
CLM-000556,POL-003541,CYC-2025-01,2025-02-08,2025-02-10,Storm Surge,Closed,280445.61,276559.75,2025-05-31
CLM-000557,POL-000774,CYC-2024-01,2024-01-23,2024-02-05,Wind,Open,389118.02,0.0,2024-02-05
CLM-000557,POL-000774,CYC-2024-01,2024-01-23,2024-02-05,Wind,Closed,1091281.73,1090099.64,2024-03-11
CLM-000558,POL-003153,CYC-2024-02,2024-03-17,2024-03-31,Riverine Flood,Open,40712.04,0.0,2024-03-31
CLM-000558,POL-003153,CYC-2024-02,2024-03-17,2024-03-31,Riverine Flood,Closed,114146.31,103141.12,2024-08-21
CLM-000559,POL-002352,CYC-2023-02,2023-12-04,2023-12-13,Wind,Open,38630.76,0.0,2023-12-13
CLM-000559,POL-002352,CYC-2023-02,2023-12-04,2023-12-13,Wind,Closed,79003.51,67268.27,2024-03-04
CLM-000560,POL-003891,CYC-2023-02,2023-12-03,2023-12-09,Riverine Flood,Open,105168.24,0.0,2023-12-09
CLM-000560,POL-003891,CYC-2023-02,2023-12-03,2023-12-09,Riverine Flood,Closed,259194.61,244319.01,2024-04-20
CLM-000561,POL-002501,CYC-2025-02,2025-11-29,2025-12-07,Riverine Flood,Open,30428.32,0.0,2025-12-07
CLM-000561,POL-002501,CYC-2025-02,2025-11-29,2025-12-07,Riverine Flood,Closed,57554.3,55256.17,2026-02-26
CLM-000562,POL-002199,CYC-2025-01,2025-02-08,2025-02-16,Wind,Open,135642.56,0.0,2025-02-16
CLM-000562,POL-002199,CYC-2025-01,2025-02-08,2025-02-16,Wind,Closed,359667.43,355314.92,2025-06-14
CLM-000563,POL-003630,CYC-2024-02,2024-03-15,2024-03-17,Riverine Flood,Open,2322037.33,0.0,2024-03-17
CLM-000563,POL-003630,CYC-2024-02,2024-03-15,2024-03-17,Riverine Flood,Closed,4439021.04,4216439.91,2024-04-25
CLM-000564,POL-000166,CYC-2024-01,2024-01-22,2024-02-04,Wind,Open,1048526.51,0.0,2024-02-04
CLM-000564,POL-000166,CYC-2024-01,2024-01-22,2024-02-04,Wind,Closed,2730899.97,2508218.65,2024-04-27
CLM-000565,POL-001475,CYC-2024-02,2024-03-17,2024-03-21,Wind,Open,42062.31,0.0,2024-03-21
CLM-000566,POL-003242,CYC-2024-02,2024-03-15,2024-03-27,Riverine Flood,Open,50958.91,0.0,2024-03-27
CLM-000566,POL-003242,CYC-2024-02,2024-03-15,2024-03-27,Riverine Flood,Closed,159405.33,142075.55,2024-08-12
CLM-000567,POL-003713,CYC-2023-02,2023-12-05,2023-12-19,Wind,Open,89491.73,0.0,2023-12-19
CLM-000567,POL-003713,CYC-2023-02,2023-12-05,2023-12-19,Wind,Closed,296617.31,277293.32,2024-03-22
CLM-000568,POL-000629,CYC-2025-01,2025-02-08,2025-02-14,Riverine Flood,Open,83395.05,0.0,2025-02-14
CLM-000568,POL-000629,CYC-2025-01,2025-02-08,2025-02-14,Riverine Flood,Closed,218897.78,216485.7,2025-06-23
CLM-000569,POL-002797,CYC-2025-01,2025-02-09,2025-02-14,Riverine Flood,Open,185377.57,0.0,2025-02-14
CLM-000569,POL-002797,CYC-2025-01,2025-02-09,2025-02-14,Riverine Flood,Closed,461495.8,443937.73,2025-05-25
CLM-000570,POL-000922,CYC-2025-01,2025-02-10,2025-02-14,Storm Surge,Open,75148.92,0.0,2025-02-14
CLM-000570,POL-000922,CYC-2025-01,2025-02-10,2025-02-14,Storm Surge,Closed,139254.6,135007.85,2025-05-15
CLM-000571,POL-004973,CYC-2024-02,2024-03-16,2024-03-30,Wind,Open,36895.73,0.0,2024-03-30
CLM-000571,POL-004973,CYC-2024-02,2024-03-16,2024-03-30,Wind,Closed,96583.3,94626.24,2024-07-30
CLM-000572,POL-003169,CYC-2025-01,2025-02-10,2025-02-23,Storm Surge,Open,1457348.43,0.0,2025-02-23
CLM-000573,POL-004246,CYC-2023-02,2023-12-04,2023-12-06,Wind,Open,22979.07,0.0,2023-12-06
CLM-000573,POL-004246,CYC-2023-02,2023-12-04,2023-12-06,Wind,Closed,55397.31,47262.72,2024-05-16
CLM-000574,POL-004090,CYC-2025-02,2025-11-28,2025-12-10,Riverine Flood,Open,61333.22,0.0,2025-12-10
CLM-000575,POL-002219,CYC-2025-02,2025-11-28,2025-12-05,Wind,Open,12893.79,0.0,2025-12-05
CLM-000575,POL-002219,CYC-2025-02,2025-11-28,2025-12-05,Wind,Closed,28774.01,26783.5,2026-05-09
CLM-000576,POL-001863,CYC-2024-02,2024-03-17,2024-03-27,Riverine Flood,Open,83702.34,0.0,2024-03-27
CLM-000576,POL-001863,CYC-2024-02,2024-03-17,2024-03-27,Riverine Flood,Closed,143274.45,124856.08,2024-06-30
CLM-000577,POL-004416,CYC-2023-01,2023-02-11,2023-02-22,Wind,Open,30405.52,0.0,2023-02-22
CLM-000577,POL-004416,CYC-2023-01,2023-02-11,2023-02-22,Wind,Closed,52462.59,47673.55,2023-07-11
CLM-000578,POL-000045,CYC-2024-02,2024-03-17,2024-03-24,Storm Surge,Open,23048.42,0.0,2024-03-24
CLM-000578,POL-000045,CYC-2024-02,2024-03-17,2024-03-24,Storm Surge,Closed,39994.27,36595.57,2024-04-24
CLM-000579,POL-001306,CYC-2023-02,2023-12-03,2023-12-14,Riverine Flood,Open,35319.38,0.0,2023-12-14
CLM-000579,POL-001306,CYC-2023-02,2023-12-03,2023-12-14,Riverine Flood,Closed,73957.85,64621.86,2024-04-04
CLM-000580,POL-004858,CYC-2025-01,2025-02-09,2025-02-23,Riverine Flood,Open,56442.51,0.0,2025-02-23
CLM-000580,POL-004858,CYC-2025-01,2025-02-09,2025-02-23,Riverine Flood,Reopened,135047.88,107330.97,2025-09-14
CLM-000581,POL-003318,CYC-2023-02,2023-12-03,2023-12-06,Wind,Open,19801.61,0.0,2023-12-06
CLM-000581,POL-003318,CYC-2023-02,2023-12-03,2023-12-06,Wind,Reopened,54814.33,47704.84,2024-06-12
CLM-000582,POL-001380,CYC-2025-02,2025-11-29,2025-12-05,Wind,Open,89706.07,0.0,2025-12-05
CLM-000583,POL-003387,CYC-2023-02,2023-12-04,2023-12-18,Storm Surge,Open,147616.37,0.0,2023-12-18
CLM-000583,POL-003387,CYC-2023-02,2023-12-04,2023-12-18,Storm Surge,Closed,281784.27,245127.82,2024-01-20
CLM-000584,POL-003078,CYC-2025-01,2025-02-08,2025-02-14,Wind,Open,1975064.03,0.0,2025-02-14
CLM-000584,POL-003078,CYC-2025-01,2025-02-08,2025-02-14,Wind,Closed,6294018.22,5715481.82,2025-03-11
CLM-000585,POL-003794,CYC-2023-02,2023-12-05,2023-12-10,Riverine Flood,Open,13714.51,0.0,2023-12-10
CLM-000585,POL-003794,CYC-2023-02,2023-12-05,2023-12-10,Riverine Flood,Closed,24161.84,22856.09,2024-01-12
CLM-000586,POL-004617,CYC-2023-02,2023-12-03,2023-12-14,Storm Surge,Open,97500.42,0.0,2023-12-14
CLM-000586,POL-004617,CYC-2023-02,2023-12-03,2023-12-14,Storm Surge,Closed,189552.87,178441.86,2024-05-18
CLM-000587,POL-003145,CYC-2024-01,2024-01-24,2024-02-01,Riverine Flood,Open,13814.84,0.0,2024-02-01
CLM-000588,POL-002580,CYC-2025-02,2025-11-27,2025-12-07,Riverine Flood,Open,28209.97,0.0,2025-12-07
CLM-000589,POL-000392,CYC-2024-01,2024-01-22,2024-01-27,Storm Surge,Open,88501.58,0.0,2024-01-27
CLM-000590,POL-000002,CYC-2025-01,2025-02-09,2025-02-22,Wind,Open,14037.5,0.0,2025-02-22
CLM-000590,POL-000002,CYC-2025-01,2025-02-09,2025-02-22,Wind,Closed,46667.14,41232.96,2025-06-02
CLM-000590,POL-000002,CYC-2025-01,2025-02-09,2025-02-22,Wind,Reopened,53401.6,42192.19,2025-09-08
CLM-000591,POL-003883,CYC-2025-02,2025-11-28,2025-12-10,Riverine Flood,Open,8907.01,0.0,2025-12-10
CLM-000592,POL-000759,CYC-2024-01,2024-01-22,2024-01-28,Wind,Open,98553.37,0.0,2024-01-28
CLM-000592,POL-000759,CYC-2024-01,2024-01-22,2024-01-28,Wind,Closed,230078.79,203030.82,2024-04-11
CLM-000593,POL-003874,CYC-2024-02,2024-03-15,2024-03-20,Riverine Flood,Open,91519.44,0.0,2024-03-20
CLM-000593,POL-003874,CYC-2024-02,2024-03-15,2024-03-20,Riverine Flood,Closed,210669.42,185485.94,2024-09-12
CLM-000594,POL-001236,CYC-2025-02,2025-11-27,2025-12-04,Wind,Open,69720.13,0.0,2025-12-04
CLM-000594,POL-001236,CYC-2025-02,2025-11-27,2025-12-04,Wind,Closed,128313.07,114872.33,2026-01-31
CLM-000595,POL-001009,CYC-2023-02,2023-12-05,2023-12-19,Wind,Open,119067.6,0.0,2023-12-19
CLM-000595,POL-001009,CYC-2023-02,2023-12-05,2023-12-19,Wind,Closed,371094.09,337103.98,2024-04-27
CLM-000596,POL-004884,CYC-2024-01,2024-01-23,2024-01-29,Wind,Open,268137.74,0.0,2024-01-29
CLM-000597,POL-000884,CYC-2025-01,2025-02-10,2025-02-21,Wind,Open,724532.82,0.0,2025-02-21
CLM-000597,POL-000884,CYC-2025-01,2025-02-10,2025-02-21,Wind,Closed,1372490.51,1224506.75,2025-03-15
CLM-000598,POL-001258,CYC-2024-02,2024-03-15,2024-03-22,Wind,Open,5610.56,0.0,2024-03-22
CLM-000598,POL-001258,CYC-2024-02,2024-03-15,2024-03-22,Wind,Closed,9695.72,8920.99,2024-06-27
CLM-000599,POL-004148,CYC-2025-01,2025-02-09,2025-02-17,Wind,Open,66551.51,0.0,2025-02-17
CLM-000599,POL-004148,CYC-2025-01,2025-02-09,2025-02-17,Wind,Closed,185867.12,179583.77,2025-07-29
CLM-000600,POL-004623,CYC-2024-02,2024-03-17,2024-03-18,Wind,Open,413609.44,0.0,2024-03-18
CLM-000600,POL-004623,CYC-2024-02,2024-03-17,2024-03-18,Wind,Closed,845357.9,784953.45,2024-05-02
CLM-000601,POL-003392,CYC-2023-02,2023-12-05,2023-12-15,Wind,Open,33170.61,0.0,2023-12-15
CLM-000601,POL-003392,CYC-2023-02,2023-12-05,2023-12-15,Wind,Closed,79705.97,77954.66,2024-04-15
CLM-000602,POL-001308,CYC-2024-02,2024-03-16,2024-03-23,Riverine Flood,Open,206902.16,0.0,2024-03-23
CLM-000603,POL-003684,CYC-2025-01,2025-02-10,2025-02-20,Wind,Open,127951.71,0.0,2025-02-20
CLM-000603,POL-003684,CYC-2025-01,2025-02-10,2025-02-20,Wind,Closed,295596.25,275980.91,2025-03-22
CLM-000604,POL-002166,CYC-2025-01,2025-02-10,2025-02-19,Riverine Flood,Open,142904.71,0.0,2025-02-19
CLM-000605,POL-002226,CYC-2025-01,2025-02-09,2025-02-17,Wind,Open,26681.94,0.0,2025-02-17
CLM-000605,POL-002226,CYC-2025-01,2025-02-09,2025-02-17,Wind,Closed,46419.85,39873.81,2025-06-16
CLM-000606,POL-000460,CYC-2024-01,2024-01-24,2024-02-02,Storm Surge,Open,129665.82,0.0,2024-02-02
CLM-000606,POL-000460,CYC-2024-01,2024-01-24,2024-02-02,Storm Surge,Closed,428527.98,397933.52,2024-06-14
CLM-000607,POL-002740,CYC-2025-02,2025-11-27,2025-12-06,Storm Surge,Open,23965.99,0.0,2025-12-06
CLM-000607,POL-002740,CYC-2025-02,2025-11-27,2025-12-06,Storm Surge,Closed,53382.61,48046.75,2026-01-15
CLM-000608,POL-003602,CYC-2023-02,2023-12-04,2023-12-10,Riverine Flood,Open,1838587.83,0.0,2023-12-10
CLM-000608,POL-003602,CYC-2023-02,2023-12-04,2023-12-10,Riverine Flood,Closed,4416399.06,4147573.13,2024-05-01
CLM-000609,POL-004070,CYC-2025-01,2025-02-08,2025-02-17,Wind,Open,44138.83,0.0,2025-02-17
CLM-000609,POL-004070,CYC-2025-01,2025-02-08,2025-02-17,Wind,Closed,112406.25,104327.39,2025-06-29
CLM-000610,POL-002721,CYC-2024-02,2024-03-16,2024-03-23,Wind,Open,191968.67,0.0,2024-03-23
CLM-000610,POL-002721,CYC-2024-02,2024-03-16,2024-03-23,Wind,Closed,476486.93,452471.18,2024-07-08
CLM-000611,POL-004606,CYC-2024-02,2024-03-15,2024-03-18,Wind,Open,162022.36,0.0,2024-03-18
CLM-000611,POL-004606,CYC-2024-02,2024-03-15,2024-03-18,Wind,Closed,272396.74,242622.75,2024-09-11
CLM-000612,POL-002576,CYC-2024-01,2024-01-24,2024-01-28,Wind,Open,240781.85,0.0,2024-01-28
CLM-000613,POL-004963,CYC-2025-01,2025-02-08,2025-02-15,Wind,Open,32152.46,0.0,2025-02-15
CLM-000613,POL-004963,CYC-2025-01,2025-02-08,2025-02-15,Wind,Closed,90312.14,90081.25,2025-06-25
CLM-000614,POL-003056,CYC-2024-02,2024-03-17,2024-03-19,Wind,Open,12569.25,0.0,2024-03-19
CLM-000615,POL-000298,CYC-2025-01,2025-02-08,2025-02-09,Riverine Flood,Open,25758.89,0.0,2025-02-09
CLM-000615,POL-000298,CYC-2025-01,2025-02-08,2025-02-09,Riverine Flood,Closed,82011.96,74084.9,2025-06-09
CLM-000616,POL-003888,CYC-2025-01,2025-02-09,2025-02-22,Storm Surge,Open,9656.45,0.0,2025-02-22
CLM-000616,POL-003888,CYC-2025-01,2025-02-09,2025-02-22,Storm Surge,Closed,19498.34,19239.01,2025-03-15
CLM-000617,POL-004505,CYC-2025-01,2025-02-09,2025-02-13,Wind,Open,220258.51,0.0,2025-02-13
CLM-000617,POL-004505,CYC-2025-01,2025-02-09,2025-02-13,Wind,Closed,634104.3,574515.9,2025-06-14
CLM-000618,POL-003276,CYC-2025-01,2025-02-08,2025-02-10,Storm Surge,Open,72032.31,0.0,2025-02-10
CLM-000618,POL-003276,CYC-2025-01,2025-02-08,2025-02-10,Storm Surge,Closed,132380.85,112542.18,2025-05-05
CLM-000619,POL-003336,CYC-2024-01,2024-01-23,2024-02-03,Wind,Open,55843.13,0.0,2024-02-03
CLM-000619,POL-003336,CYC-2024-01,2024-01-23,2024-02-03,Wind,Closed,131652.95,125209.28,2024-06-12
CLM-000620,POL-000499,CYC-2024-01,2024-01-23,2024-01-29,Storm Surge,Open,526879.82,0.0,2024-01-29
CLM-000621,POL-003272,CYC-2024-01,2024-01-22,2024-02-03,Riverine Flood,Open,78127.92,0.0,2024-02-03
CLM-000621,POL-003272,CYC-2024-01,2024-01-22,2024-02-03,Riverine Flood,Closed,131843.77,118891.13,2024-05-12
CLM-000622,POL-003511,CYC-2024-02,2024-03-17,2024-03-25,Riverine Flood,Open,43305.24,0.0,2024-03-25
CLM-000622,POL-003511,CYC-2024-02,2024-03-17,2024-03-25,Riverine Flood,Closed,74289.23,71162.08,2024-07-23
CLM-000623,POL-004161,CYC-2023-02,2023-12-03,2023-12-06,Riverine Flood,Open,49103.51,0.0,2023-12-06
CLM-000623,POL-004161,CYC-2023-02,2023-12-03,2023-12-06,Riverine Flood,Closed,114969.23,105826.31,2024-05-28
CLM-000624,POL-001475,CYC-2024-01,2024-01-22,2024-01-24,Wind,Open,1433.2,0.0,2024-01-24
CLM-000625,POL-001208,CYC-2023-02,2023-12-04,2023-12-17,Wind,Open,17283.7,0.0,2023-12-17
CLM-000626,POL-000169,CYC-2025-02,2025-11-29,2025-12-06,Wind,Open,371053.61,0.0,2025-12-06
CLM-000626,POL-000169,CYC-2025-02,2025-11-29,2025-12-06,Wind,Closed,945190.43,814573.88,2026-05-05
CLM-000627,POL-004062,CYC-2025-01,2025-02-08,2025-02-14,Wind,Open,389560.91,0.0,2025-02-14
CLM-000627,POL-004062,CYC-2025-01,2025-02-08,2025-02-14,Wind,Closed,699742.77,633724.86,2025-08-12
CLM-000628,POL-003636,CYC-2024-02,2024-03-16,2024-03-17,Wind,Open,540128.5,0.0,2024-03-17
CLM-000628,POL-003636,CYC-2024-02,2024-03-16,2024-03-17,Wind,Closed,919626.71,788935.35,2024-08-18
CLM-000629,POL-004206,CYC-2025-01,2025-02-10,2025-02-22,Storm Surge,Open,299634.72,0.0,2025-02-22
CLM-000629,POL-004206,CYC-2025-01,2025-02-10,2025-02-22,Storm Surge,Closed,506861.5,478100.83,2025-08-11
CLM-000630,POL-004254,CYC-2024-01,2024-01-23,2024-02-01,Wind,Open,11641.11,0.0,2024-02-01
CLM-000630,POL-004254,CYC-2024-01,2024-01-23,2024-02-01,Wind,Closed,20268.52,17695.27,2024-07-15
