policy_id,insurer_name,postcode,region_name,wind_risk_band,building_type,sum_insured,mitigation_flag,annual_premium,policy_start_date,policy_end_date
POL-002175,Pacific Rim Insurance,810,Darwin NT,T-W,Home,771480,Roof Tie-Down,6095.43,2023-11-07,2024-11-06
POL-002176,Northbeam General,6000,Perth WA,B-F,Home,773382,,1373.39,2025-08-28,2026-08-28
POL-002177,Outback Assurance Group,850,Alice Springs NT,B-F,Strata,3778577,Roof Tie-Down,5280.46,2023-11-28,2024-11-27
POL-002178,Outback Assurance Group,4810,Townsville QLD,T-W,Home,768239,Shutters Installed,6580.24,2024-03-02,2025-03-02
POL-002179,Pacific Rim Insurance,4870,Cairns QLD,T-W,Strata,7680438,,74867.93,2024-12-01,2025-12-01
POL-002180,Coral Coast Mutual,4879,Innisfail QLD,T-W,Home,805364,,7317.22,2025-01-12,2026-01-12
POL-002181,Outback Assurance Group,810,Darwin NT,T-W,Home,316191,,2714.07,2024-01-14,2025-01-13
POL-002182,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,494777,Shutters Installed,819.11,2025-07-13,2026-07-13
POL-002183,Northbeam General,850,Alice Springs NT,B-F,SME,2821035,,5376.26,2024-12-16,2025-12-16
POL-002184,Pacific Rim Insurance,810,Darwin NT,T-W,Strata,11601180,,120596.1,2023-08-23,2024-08-22
POL-002185,Southern Cross Insurance,4810,Townsville QLD,T-W,Home,762321,,7333.73,2025-06-30,2026-06-30
POL-002186,Pacific Rim Insurance,6714,Karratha WA,T-W,Home,405561,Roof Tie-Down,3355.87,2023-03-25,2024-03-24
POL-002187,Northbeam General,850,Alice Springs NT,B-F,Home,528928,,869.61,2024-02-03,2025-02-02
POL-002188,Southern Cross Insurance,6000,Perth WA,B-F,SME,647553,Elevated Slab,985.55,2023-08-17,2024-08-16
POL-002189,Coral Coast Mutual,6714,Karratha WA,T-W,Home,839171,,7407.89,2023-10-07,2024-10-06
POL-002190,Northbeam General,850,Alice Springs NT,B-F,Strata,10997791,,18608.49,2025-04-10,2026-04-10
POL-002191,Pacific Rim Insurance,4810,Townsville QLD,T-W,Home,313504,Shutters Installed,2650.78,2023-07-19,2024-07-18
POL-002192,Southern Cross Insurance,4720,Charters Towers QLD,L-P,Home,693538,,3029.75,2025-05-23,2026-05-23
POL-002193,Outback Assurance Group,6721,Port Hedland WA,T-W,Home,276511,Roof Tie-Down,2022.41,2024-10-21,2025-10-21
POL-002194,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Home,404785,,720.84,2024-01-27,2025-01-26
POL-002195,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,362978,,2565.52,2024-04-11,2025-04-11
POL-002196,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,SME,1083256,,7162.95,2023-11-27,2024-11-26
POL-002197,Outback Assurance Group,800,Darwin NT,T-W,Home,750277,Shutters Installed,5899.54,2023-11-19,2024-11-18
POL-002198,Pacific Rim Insurance,4825,Cloncurry QLD,B-F,Home,589617,Elevated Slab,883.27,2023-12-01,2024-11-30
POL-002199,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,846146,Shutters Installed,4244.28,2024-06-07,2025-06-07
POL-002200,Northbeam General,810,Darwin NT,T-W,Home,396707,,3506.09,2024-06-19,2025-06-19
POL-002201,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,624426,Elevated Slab,924.45,2024-02-27,2025-02-26
POL-002202,Outback Assurance Group,4825,Mount Isa QLD,B-F,Home,800166,,1416.2,2025-03-19,2026-03-19
POL-002203,Coral Coast Mutual,810,Darwin NT,T-W,Home,467322,Roof Tie-Down,3734.76,2023-04-29,2024-04-28
POL-002204,Northbeam General,4350,Toowoomba QLD,B-F,Home,834774,,1359.61,2024-10-20,2025-10-20
POL-002205,Northbeam General,850,Alice Springs NT,B-F,Home,493967,Shutters Installed,823.78,2025-09-04,2026-09-04
POL-002206,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,665035,Elevated Slab,2145.9,2025-02-22,2026-02-22
POL-002207,Northbeam General,850,Alice Springs NT,B-F,Home,685094,,1245.51,2023-02-11,2024-02-11
POL-002208,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,765338,Shutters Installed,5570.93,2024-12-19,2025-12-19
POL-002209,Pacific Rim Insurance,4802,Townsville QLD,T-W,SME,1088617,,10129.19,2023-06-05,2024-06-04
POL-002210,Pacific Rim Insurance,4870,Cairns QLD,T-W,Strata,6721396,,60860.42,2024-01-19,2025-01-18
POL-002211,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,Home,887134,Shutters Installed,3012.69,2023-07-20,2024-07-19
POL-002212,Pacific Rim Insurance,6000,Perth WA,B-F,Home,723589,,1179.72,2024-09-09,2025-09-09
POL-002213,Northbeam General,4655,Hervey Bay QLD,L-P,Home,656272,Roof Tie-Down,2485.64,2025-01-30,2026-01-30
POL-002214,Northbeam General,4703,Rockhampton QLD,Q-S,SME,1652460,,11456.19,2024-11-21,2025-11-21
POL-002215,Pacific Rim Insurance,4802,Townsville QLD,T-W,SME,628034,Elevated Slab,5221.31,2023-08-24,2024-08-23
POL-002216,Coral Coast Mutual,6000,Perth WA,B-F,Home,262960,Roof Tie-Down,379.51,2023-07-05,2024-07-04
POL-002217,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,593260,,3823.71,2024-02-05,2025-02-04
POL-002218,Northbeam General,4700,Rockhampton QLD,Q-S,Strata,12011642,,74723.77,2024-11-14,2025-11-14
POL-002219,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,282715,,521.03,2025-05-27,2026-05-27
POL-002220,Northbeam General,6000,Perth WA,B-F,Strata,8399181,Shutters Installed,13438.66,2025-09-11,2026-09-11
POL-002221,Coral Coast Mutual,800,Darwin NT,T-W,Home,450053,Shutters Installed,3976.47,2025-01-29,2026-01-29
POL-002222,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,561919,,1066.16,2025-07-09,2026-07-09
POL-002223,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,464607,,4078.61,2024-10-13,2025-10-13
POL-002224,Pacific Rim Insurance,850,Alice Springs NT,B-F,Home,496208,Roof Tie-Down,752.4,2025-06-26,2026-06-26
POL-002225,Northbeam General,4825,Cloncurry QLD,B-F,Home,840590,Roof Tie-Down,1280.89,2025-01-18,2026-01-18
